Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#304 -10 DE BOERS DR,"Toronto, Ontario M3J0L6",23794019,W5421473,SingleFamily,699900.00,,Apartment,,2,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,16,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,York University Heights,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",19 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Park, Public Transit, Schools",$613.94 (CAD) Monthly,Lakeview Property Management (416) 723-0300,2,"{'Flat': {'Living room': '3.61 m x 2.95 m', 'Dining room': '3.96 m x 3.56 m', 'Kitchen': '3.96 m x 3.56 m', 'Bedroom': '3.05 m x 3.25 m', 'Bathroom': 'Measurements not available', 'Bedroom 2': '2.72 m x 2.69 m'}}"
#408 -1555 FINCH AVE E,"Toronto, Ontario M2J4X9",23773272,C5414716,SingleFamily,950000.00,,Apartment,,3,3,,,,,,,,"Underground,VisitorParking",,,,,,,,,Security/Concierge,,,no,,,,yes,18,Video,Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Don Valley Village,Condominium/Strata,"$2,596.81 (CAD)","Underground, Visitor Parking",26 days,2,3,Balcony,Security/Concierge,Central air conditioning,Forced air (Natural gas),Concrete,,,,"$1,341.95 (CAD) Monthly",Del Property Management,2,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Den': 'Measurements not available'}}"
#1121 -251 MANITOBA ST,"Toronto, Ontario M8Y4G9",23773182,W5414915,SingleFamily,650000.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,11,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,$0 (CAD),Underground,26 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,,Tbd,1,"{'Main level': {'Bedroom': 'Measurements not available', 'Den': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Living room': 'Measurements not available', 'Dining room': 'Measurements not available'}}"
#1111 -3237 BAYVIEW AVE,"Toronto, Ontario M2K0G1",23805101,C5425470,SingleFamily,709000.00,,Apartment,,2,3,,"Park,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,38,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bayview Village,Condominium/Strata,"$2,893.44 (CAD)",Underground,15 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Heat Pump (Natural gas),,,,"Park, Schools",$601.20 (CAD) Monthly,Shelter Canadian Properties Limited,1,"{'Main level': {'Living room': '14 m x 10.2 m', 'Dining room': '14 m x 10.2 m', 'Great room': '11.1 m x 8.8 m', 'Bedroom 2': '10 m x 9.4 m', 'Den': '8.9 m x 8.6 m', 'Bathroom': 'Measurements not available'}}"
#1909 -70 TEMPERANCE ST,"Toronto, Ontario M5H4E8",23788946,C5419853,SingleFamily,668000.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,13,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,596.81 (CAD)",Underground,20 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Hospital, Park, Public Transit",$417.92 (CAD) Monthly,Duka Property Management Inc. 647-347-3894,,"{'Flat': {'Living room': '3.89 m x 3.05 m', 'Dining room': '3.43 m x 2.51 m', 'Kitchen': 'Measurements not available', 'Primary Bedroom': '3.12 m x 2.82 m', 'Den': '2.44 m x 2.29 m'}}"
#1727 -250 WELLINGTON ST W,"Toronto, Ontario M5V3P6",23799219,C5423196,SingleFamily,596999.00,,Apartment,,1,2,PetsnotAllowed,"Marina,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,34,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,120.22 (CAD)","Underground, Visitor Parking",17 days,1,1,Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Pets not Allowed,"Marina, Park, Public Transit",$512.67 (CAD) Monthly,Del Property Management,1,"{'Main level': {'Living room': '5.47 m x 2.85 m', 'Dining room': '5.47 m x 2.85 m', 'Bedroom': '3.65 m x 2.59 m', 'Kitchen': '3.29 m x 2.9 m', 'Media': '2.5 m x 2.38 m'}}"
#27 -54 PIONEER PTWY,"Toronto, Ontario M1B3S3",23822107,E5430970,SingleFamily,799900.00,,House,,4,4,,,2,,,,,AttachedGarage,,,,,,,,,,Detached,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,House,Malvern,Condominium/Strata,"$1,764.55 (CAD)",Attached Garage,9 days,3,4,,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",,,,$150 (CAD) Monthly,Fuller Spicer Management,2,"{'Main level': {'Living room': '3.6 m x 4.57 m', 'Dining room': '3.6 m x 2.81 m', 'Kitchen': '5.14 m x 2.43 m'}, 'Second level': {'Primary Bedroom': '5.45 m x 2.37 m', 'Bedroom 2': '4.02 m x 2.85 m', 'Bedroom 3': '3.35 m x 2.84 m'}, 'Basement': {'Other': 'Measurements not available'}}"
#TH12 -57 EAST LIBERTY ST,"Toronto, Ontario M6K3P5",23822080,C5431183,SingleFamily,985800.00,,Row/Townhouse,,2,3,,"Park,PublicTransit",3,,,,,Underground,,,,,,,,,ExerciseCentre,,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Niagara,Condominium/Strata,"$3,507.21 (CAD)",Underground,9 days,3,2,,Exercise Centre,Central air conditioning,Heat Pump,Brick,Indoor pool,,"Park, Public Transit",$761.33 (CAD) Monthly,First Service Residential,1,"{'Main level': {'Foyer': 'Measurements not available', 'Living room': '5.8 m x 4.28 m', 'Dining room': '5.8 m x 4.28 m', 'Kitchen': '5.8 m x 4.28 m', 'Bathroom': 'Measurements not available'}, 'Second level': {'Primary Bedroom': '3.82 m x 3.35 m', 'Bedroom 2': '3.45 m x 2.74 m', 'Bathroom': 'Measurements not available'}, 'Third level': {'Bedroom 3': '3.95 m x 3.06 m', 'Other': '6.01 m x 2.08 m'}}"
#404 -1029 KING ST W,"Toronto, Ontario M6K3M9",23833666,C5434845,SingleFamily,779000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,ExerciseCentre",,,no,,,,yes,34,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,668.68 (CAD)","Underground, Visitor Parking",4 days,2,2,Balcony,"Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Concrete, Stucco",,,"Park, Public Transit, Schools",$570.71 (CAD) Monthly,Horizon Property Management,1,"{'Main level': {'Kitchen': '2.56 m x 2.17 m', 'Living room': '3.96 m x 4.77 m', 'Dining room': '3.96 m x 4.77 m'}, 'Second level': {'Primary Bedroom': '3.48 m x 2.79 m', 'Bedroom 2': '3.17 m x 3.04 m', 'Laundry room': 'Measurements not available'}}"
#3506 -121 MCMAHON DR,"Toronto, Ontario M2K0C1",23826926,C5432651,SingleFamily,599000.00,,Apartment,,1,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bayview Village,Condominium/Strata,"$1,808.60 (CAD)","Underground, Visitor Parking",6 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,,$478.32 (CAD) Monthly,Crossbridge Condominium Service,1,"{'Flat': {'Living room': '3.51 m x 3.05 m', 'Dining room': '3.51 m x 3.05 m', 'Kitchen': '4.27 m x 1.9 m', 'Den': '1.83 m x 1.67 m', 'Primary Bedroom': '3.61 m x 3.05 m'}}"
#LPH05 -660 SHEPPARD AVE E,"Toronto, Ontario M2K3E5",23779916,C5416879,SingleFamily,1398000.00,,Apartment,,3,2,CommunityCentre,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,14,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Bayview Village,Condominium/Strata,"$5,097.49 (CAD)","Underground, Visitor Parking",24 days,2,3,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Stucco,Indoor pool,Community Centre,Public Transit,"$1,293.39 (CAD) Monthly",Del Property Management,1,"{'Flat': {'Living room': '3.66 m x 3.66 m', 'Dining room': '4.88 m x 3.66 m', 'Kitchen': '4.57 m x 2.44 m', 'Primary Bedroom': '4.27 m x 3.35 m', 'Bedroom 2': '5.03 m x 3.05 m', 'Laundry room': '2.29 m x 1.49 m', 'Foyer': '2.29 m x 1.83 m'}}"
#2307 -30 HERON'S HILL WAY,"Toronto, Ontario M2J0A7",23819430,C5430338,SingleFamily,659000.00,,Apartment,,2,2,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$2,248.53 (CAD)","Underground, Visitor Parking",10 days,2,2,Balcony,"Storage - Locker, Car Wash, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump,Concrete,Indoor pool,,Public Transit,$770.86 (CAD) Monthly,Aa Property Management And Associates Inc.,1,"{'Flat': {'Living room': '5.5 m x 3.5 m', 'Dining room': '5.5 m x 3.3 m', 'Kitchen': '2.5 m x 2.2 m', 'Primary Bedroom': '3.4 m x 3.26 m', 'Bedroom 2': '3.1 m x 3.05 m'}}"
#V202 -85 MCMAHON DR,"Toronto, Ontario",23781929,C5417567,SingleFamily,1349900.00,,Row/Townhouse,,3,4,CommunityCentre,"Hospital,Park,PublicTransit",2,,,,,Underground,,,,,,,,,"Storage-Locker,CarWash,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,7,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Bayview Village,Condominium/Strata,$0 (CAD),Underground,23 days,3,3,,"Storage - Locker, Car Wash, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Hospital, Park, Public Transit",$730 (CAD) Monthly,Tba,,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Den': 'Measurements not available', 'Bedroom': 'Measurements not available'}, 'Upper Level': {'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Family room': 'Measurements not available'}}"
1830 BLOOR Street W Unit# LPH04,"Toronto, Ontario M6P0A2",23768159,40180382,SingleFamily,2062000.00,,Apartment,,2,2,,"Park,PlaceofWorship,PublicTransit",1,,,,,"Underground,None",,,,,,1288.0000,,,ExerciseCentre,Attached,,no,,,,yes,26,Video,Vimeo,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,,Condominium,,"Underground, None",27 days,2,2,"Southern exposure, Park/reserve, Balcony",Exercise Centre,Central air conditioning,"Forced air, Hot water radiator heat","Brick, Stucco",,,"Park, Place of Worship, Public Transit",$960 (CAD) Monthly,,1,"{'Main level': {'3pc Bathroom': 'Measurements not available', 'Full bathroom': 'Measurements not available', 'Primary Bedroom': '3.18 m x 4.42 m', 'Bedroom': '3 m x 3.05 m', 'Office': '3 m x 2.62 m', 'Dining room': '4.42 m x 6.15 m', 'Living room': '4.42 m x 6.15 m', 'Kitchen': '4.42 m x 6.15 m'}}"
#PH 119 -35 HOLLYWOOD AVE,"Toronto, Ontario M2N0A9",23751262,C5407579,SingleFamily,1288000.00,,Apartment,,2,3,CommunityCentre,"Hospital,Park,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$4,524.80 (CAD)",Underground,33 days,3,2,,"Storage - Locker, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Stone, Stucco",Indoor pool,Community Centre,"Hospital, Park, Schools",$833.65 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '6.68 m x 3.05 m', 'Dining room': '5.45 m x 3 m', 'Kitchen': '4.25 m x 2.45 m', 'Primary Bedroom': '4.5 m x 3.45 m', 'Bedroom 2': '3.8 m x 2.75 m', 'Bedroom 3': '3.3 m x 2.75 m'}}"
#1221 -100 HARRISON GARDEN BLVD,"Toronto, Ontario M2N0C2",23827858,C5433005,SingleFamily,624800.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,11,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,114.11 (CAD)","Underground, Visitor Parking",6 days,1,1,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$390.42 (CAD) Monthly,Del Property Management,1,"{'Main level': {'Living room': '10 m x 14.4 m', 'Dining room': '10 m x 14.4 m', 'Den': '7.54 m x 6.9 m', 'Bedroom': '12.99 m x 10.99 m', 'Kitchen': '7.81 m x 8.53 m'}}"
#816 -1 ROWNTREE RD,"Toronto, Ontario M9V5G7",23824414,W5431938,SingleFamily,499000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,24,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Olive-Silverstone-Jamestown,Condominium/Strata,"$1,197.59 (CAD)",Underground,7 days,2,2,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$866.07 (CAD) Monthly,Berkley Property Management,1,{}
#507 -61 ST CLAIR AVE W,"Toronto, Ontario M4V2Y8",23769748,C5413641,SingleFamily,1275000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,31,"Video,Photos",,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,"$5,413.58 (CAD)",Underground,27 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit, Schools","$1,392.44 (CAD) Monthly",Crossbridge Property Mgmt 416-922-0196,1,"{'Flat': {'Foyer': '2.83 m x 2.1 m', 'Living room': '7.28 m x 4.24 m', 'Dining room': '3.57 m x 3.53 m', 'Kitchen': '3.63 m x 3.05 m', 'Primary Bedroom': '5.36 m x 3.75 m', 'Bedroom 2': '5.49 m x 3.35 m', 'Other': '7.62 m x 2.44 m'}}"
#1110 -2645 KIPLING AVE,"Toronto, Ontario M9V3S6",23804897,W5425379,SingleFamily,479888.00,,Apartment,,2,3,PetsnotAllowed,,,,,,,,,,,,,,,,,,,no,,,,yes,29,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Olive-Silverstone-Jamestown,Condominium/Strata,$770 (CAD),,15 days,2,2,Balcony,,,Baseboard heaters (Natural gas),Concrete,,Pets not Allowed,,$438 (CAD) Monthly,Datsun Property Managment,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#509 -8 SCOLLARD ST,"Toronto, Ontario M5R1M2",23812669,C5427960,SingleFamily,535000.00,,Apartment,,1,0,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,11,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$1,894.14 (CAD)",Underground,12 days,,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit",$499.81 (CAD) Monthly,St. George Property Management,1,"{'Flat': {'Living room': '6.82 m x 2.85 m', 'Dining room': '6.82 m x 2.85 m', 'Kitchen': '2.65 m x 2 m'}}"
#1126 -10 GUILDWOOD PKWY,"Toronto, Ontario M1E5B5",23825918,E5432284,SingleFamily,999000.00,,Apartment,,3,2,PetsnotAllowed,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,28,"Video,Photos",Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Guildwood,Condominium/Strata,"$4,197.66 (CAD)",Underground,7 days,2,3,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,Pets not Allowed,,"$1,307.10 (CAD) Monthly",Del Property Management,2,"{'Main level': {'Kitchen': '4.09 m x 3.66 m', 'Living room': '6.42 m x 4.91 m', 'Dining room': '5.87 m x 4.1 m', 'Primary Bedroom': '5.9 m x 4.78 m', 'Bedroom 2': '5.64 m x 3.26 m'}}"
#1310 -38 FOREST MANOR RD,"Toronto, Ontario M2J1M5",23746248,C5405674,SingleFamily,799000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,15,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,$0 (CAD),Underground,34 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,,Tba,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#505 -80 WESTERN BATTERY RD,"Toronto, Ontario M6K3S1",23805575,C5425651,SingleFamily,850000.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,38,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,693.83 (CAD)","Underground, Visitor Parking",14 days,2,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit",$631.35 (CAD) Monthly,Crossbridge Property Management,1,"{'Main level': {'Kitchen': '3.51 m x 2.61 m', 'Living room': '3.32 m x 4.38 m', 'Dining room': '3.32 m x 4.38 m', 'Primary Bedroom': '5.08 m x 3.03 m', 'Bedroom 2': '2.71 m x 3.49 m', 'Bathroom': '1.58 m x 3.03 m', 'Foyer': '3.5 m x 1.37 m'}}"
#1016 -105 THE QUEENSWAY,"Toronto, Ontario M6S5B5",23828070,W5433168,SingleFamily,699900.00,,Apartment,,1,2,,"Hospital,Park",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,22,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,High Park-Swansea,Condominium/Strata,"$2,175.21 (CAD)","Underground, Visitor Parking",6 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Hospital, Park",$658.99 (CAD) Monthly,Del Property Management,1,"{'Main level': {'Kitchen': '4.27 m x 1.16 m', 'Den': '3.62 m x 2.37 m', 'Living room': '5.59 m x 4.66 m', 'Dining room': '5.59 m x 4.66 m', 'Primary Bedroom': '3.52 m x 3.33 m'}}"
#3907 -295 ADELAIDE ST W,"Toronto, Ontario M5V0L4",23799247,C5423318,SingleFamily,1325000.00,,Apartment,,2,2,,PublicTransit,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$4,466.50 (CAD)",Underground,17 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),,Indoor pool,,Public Transit,$765.63 (CAD) Monthly,Del Property Management (416)314-1106,1,"{'Flat': {'Living room': '6.63 m x 5.33 m', 'Dining room': '6.63 m x 5.33 m', 'Kitchen': '2.29 m x 2.29 m', 'Primary Bedroom': '2.97 m x 3.66 m', 'Bedroom 2': '3.2 m x 3.2 m', 'Foyer': 'Measurements not available'}}"
#1003 -409 BLOOR ST E,"Toronto, Ontario M4W3T2",23781898,C5417443,SingleFamily,499888.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,,,,no,,,,yes,18,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Rosedale-Moore Park,Condominium/Strata,"$1,118.48 (CAD)","Underground, Visitor Parking",23 days,1,1,,,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,"Hospital, Park, Public Transit, Schools",$786.22 (CAD) Monthly,Best Practices Property Management (416) 989-5290,,"{'Main level': {'Living room': '5.39 m x 3.63 m', 'Dining room': '5.39 m x 3.63 m', 'Kitchen': '2.37 m x 2.37 m', 'Bedroom': '3.65 m x 3.38 m', 'Den': '2.84 m x 3.05 m'}}"
#305 -3088 KENNEDY RD,"Toronto, Ontario M1V5M4",23755348,E5408794,SingleFamily,334000.00,,Apartment,,1,1,CommunityCentre,"Hospital,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"CarWash,PartyRoom,ExerciseCentre,RecreationCentre",,Apartmentinbasement,no,,,,yes,15,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Steeles,Condominium/Strata,"$1,075.38 (CAD)","Underground, Visitor Parking",32 days,1,1,,"Car Wash, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Public Transit",$825.58 (CAD) Monthly,Comfield Management Services,1,"{'Flat': {'Living room': '5.71 m x 3.17 m', 'Dining room': '5.71 m x 3.17 m', 'Kitchen': '2.36 m x 2.32 m', 'Bedroom': '4.11 m x 2.92 m'}}"
#4706 -88 HARBOUR ST,"Toronto, Ontario M5J1B7",23841647,C5437776,SingleFamily,699990.00,,Apartment,,1,1,,PublicTransit,,,,,,,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,395.17 (CAD)",,2 days,1,1,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,Public Transit,$454.71 (CAD) Monthly,Menres,,"{'Flat': {'Living room': '6.88 m x 4 m', 'Dining room': '6.88 m x 4 m', 'Kitchen': '6.88 m x 4 m', 'Primary Bedroom': '3 m x 3 m'}}"
#403 -115 BONIS AVE,"Toronto, Ontario M1T3S4",23766278,E5412386,SingleFamily,399900.00,,Apartment,,1,2,CommunityCentre,"Hospital,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,RecreationCentre",,,no,,,,yes,19,"Video,FloorPlan",Realvision,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Tam O'Shanter-Sullivan,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",28 days,1,1,,"Storage - Locker, Party Room, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Public Transit",$767.99 (CAD) Monthly,Shepherd Village Inc.,1,"{'Flat': {'Living room': '6.48 m x 3.15 m', 'Dining room': '6.48 m x 3.15 m', 'Kitchen': '2.44 m x 3.05 m', 'Bedroom': '6.34 m x 3.09 m', 'Den': '2.44 m x 2.45 m'}}"
