Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#LPH 2 -26 OLIVE AVE,"Toronto, Ontario M2N7G7",23816621,C5429104,SingleFamily,659000.00,,Apartment,,2,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,29,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,252.12 (CAD)","Underground, Visitor Parking",11 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$672.22 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '4.78 m x 3.9 m', 'Dining room': '4.78 m x 3.9 m', 'Kitchen': '2.72 m x 2.43 m', 'Primary Bedroom': '4.24 m x 3 m', 'Bedroom 2': '3.63 m x 2.41 m', 'Bathroom': 'Measurements not available'}}"
#2407 -55 CENTRE AVE,"Toronto, Ontario M5G2H5",23825872,C5432398,SingleFamily,598000.00,,Apartment,,1,2,,"Hospital,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,Security/Concierge,,,no,,,,yes,12,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$1,943 (CAD)","Underground, Visitor Parking",6 days,2,1,,Security/Concierge,Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Public Transit, Schools",$801.96 (CAD) Monthly,City Sites Property Management,1,{}
#1008 -100 MORNELLE CRT,"Toronto, Ontario M1E4X2",23792192,E5420874,SingleFamily,449000.00,,Row/Townhouse,,2,3,,,2,,,,,Underground,,,,,,,,,"Sauna,RecreationCentre",,,no,,,,yes,3,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Morningside,Condominium/Strata,$953.18 (CAD),Underground,19 days,2,2,,"Sauna, Recreation Centre",,Baseboard heaters (Electric),Brick,Indoor pool,,,$681 (CAD) Monthly,A&A Property Management,1,"{'Main level': {'Living room': '5.14 m x 3.83 m', 'Dining room': '3.48 m x 3.01 m', 'Kitchen': '4.07 m x 2.54 m', 'Den': '3.67 m x 2.5 m'}, 'Second level': {'Primary Bedroom': '5.06 m x 3.15 m', 'Bedroom 2': '4.43 m x 2.87 m'}}"
#5005 -8 THE ESPLANADE,"Toronto, Ontario M5E0A6",23748993,C5406701,SingleFamily,919000.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$3,733.29 (CAD)",Underground,34 days,2,2,,"Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$677.95 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#166 -60 ANN O'REILLY RD,"Toronto, Ontario M2J0C9",23766217,C5412496,SingleFamily,589900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,25,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$1,716.95 (CAD)",Underground,28 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,,$494.21 (CAD) Monthly,Del Property Management Inc,1,"{'Main level': {'Living room': '3.41 m x 3.23 m', 'Kitchen': '3.23 m x 2.74 m', 'Primary Bedroom': '3.41 m x 3.1 m', 'Den': '3.87 m x 2.16 m', 'Bathroom': '2.43 m x 1.52 m'}}"
#414 -1401 O' CONNOR DR,"Toronto, Ontario M4B2V5",23819457,E5430262,SingleFamily,645000.00,,Apartment,,2,1,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,O'Connor-Parkview,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",10 days,1,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit",$599 (CAD) Monthly,"360 Property Management, 905-604-3602",1,"{'Flat': {'Kitchen': 'Measurements not available', 'Dining room': 'Measurements not available', 'Living room': 'Measurements not available', 'Bedroom': 'Measurements not available', 'Den': 'Measurements not available', 'Laundry room': 'Measurements not available'}}"
#202 -40 BAY MILLS BLVD,"Toronto, Ontario M1T3P5",23839403,E5436849,SingleFamily,549900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,31,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Tam O'Shanter-Sullivan,Condominium/Strata,"$1,197.53 (CAD)",Underground,2 days,2,1,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,,,,$613 (CAD) Monthly,Condo Solutions,1,"{'Flat': {'Kitchen': '2.38 m x 3.29 m', 'Living room': '4.92 m x 4.19 m', 'Dining room': '2.91 m x 2.46 m', 'Primary Bedroom': '4.5 m x 3.43 m', 'Bedroom 2': '4.5 m x 2.87 m'}}"
#3507 -10 PARK LAWN RD,"Toronto, Ontario M8Y3H8",23829402,W5433547,SingleFamily,769000.00,,Apartment,,2,2,,,,,,,,,,,,,,,,,Storage-Locker,,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$2,560.15 (CAD)",,5 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$605.54 (CAD) Monthly,Larlyn Property Management,1,{}
#423 -1 FALAISE RD,"Toronto, Ontario M1E0B9",23814337,E5428277,SingleFamily,649000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,22,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,West Hill,Condominium/Strata,"$1,814.71 (CAD)","Underground, Visitor Parking",11 days,1,2,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Hospital, Park, Public Transit",$309.26 (CAD) Monthly,Toronto Standard Condominium Corp.,1,"{'Flat': {'Living room': '3.35 m x 4.67 m', 'Dining room': '3.35 m x 4.67 m', 'Kitchen': '2.74 m x 2.44 m', 'Bedroom': '3.2 m x 3.76 m', 'Bedroom 2': '3.07 m x 3.45 m'}}"
#1010 -11 LILLIAN ST,"Toronto, Ontario M4S2H7",23815632,C5428866,SingleFamily,629000.00,,Apartment,,1,1,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,7,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",11 days,1,1,Balcony,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,"Hospital, Park, Public Transit, Schools",$390.50 (CAD) Monthly,R.A.B Properties Ltd.,,"{'Main level': {'Living room': '3.35 m x 3.05 m', 'Dining room': '3.5 m x 2.8 m', 'Kitchen': 'Measurements not available', 'Bedroom': '2.9 m x 2.4 m', 'Den': '1.85 m x 1.5 m'}}"
#322 -65 EAST LIBERTY ST,"Toronto, Ontario M6K3R2",23770866,C5413842,SingleFamily,749900.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,14,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$2,140 (CAD)",Underground,26 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$433.17 (CAD) Monthly,Icc Property Management,1,"{'Main level': {'Living room': '5.97 m x 3.05 m', 'Dining room': '5.97 m x 3.05 m', 'Kitchen': 'Measurements not available', 'Primary Bedroom': '3.66 m x 2.68 m', 'Den': '2.1 m x 1.92 m'}}"
#409 -28 HOLLYWOOD AVE,"Toronto, Ontario M2N6S4",23811670,C5427525,SingleFamily,799900.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,38,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,850 (CAD)","Underground, Visitor Parking",12 days,2,2,Balcony,"Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Hospital, Park, Public Transit, Schools","$1,092.97 (CAD) Monthly",Crossbridge Condominium Services Ltd.,1,"{'Flat': {'Living room': '4.5 m x 3.63 m', 'Dining room': '3.06 m x 2.54 m', 'Kitchen': '3.35 m x 2.08 m', 'Solarium': '2.95 m x 1.88 m', 'Primary Bedroom': '4.47 m x 3.6 m', 'Bedroom 2': '3.28 m x 2.74 m'}}"
#1004 -298 JARVIS ST,"Toronto, Ontario M5B2M4",23757131,C5409607,SingleFamily,625000.00,,Apartment,,1,2,PetsnotAllowed,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,Sauna,ExerciseCentre",,,no,,,,yes,30,"Video,Photos",Vimeo,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$2,095.79 (CAD)",Underground,32 days,1,1,,"Storage - Locker, Security/Concierge, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,Pets not Allowed,"Hospital, Park, Public Transit, Schools",$944.15 (CAD) Monthly,T.S.E Management Services,1,"{'Main level': {'Foyer': '2.5 m x 1.5 m', 'Kitchen': '3.38 m x 2.41 m', 'Living room': '3.56 m x 3.25 m', 'Dining room': '3.56 m x 2.46 m', 'Primary Bedroom': '4.9 m x 3.07 m', 'Den': '3 m x 2.21 m'}}"
#314 -400 ADELAIDE ST E,"Toronto, Ontario M5A4S3",23799218,C5423187,SingleFamily,13350.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,8,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$1,839.12 (CAD)","Underground, Visitor Parking",17 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),"Stone, Stucco",,Community Centre,"Park, Public Transit, Schools",$355.99 (CAD) Monthly,First Services Residential 416-551-2481,,"{'Flat': {'Living room': '3.02 m x 3.79 m', 'Kitchen': '3.98 m x 3.66 m', 'Bedroom': '2.85 m x 3.45 m'}}"
#112 -60 HOMEWOOD AVE,"Toronto, Ontario M4Y3A6",23832663,C5434825,SingleFamily,1089000.00,,Row/Townhouse,,4,3,,,2,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,20,Photos,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Cabbagetown-South St. James Town,Condominium/Strata,"$3,409.45 (CAD)",Underground,4 days,2,4,,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,,,"$1,388.62 (CAD) Monthly",Philmore Group,1,"{'Second level': {'Primary Bedroom': '6.02 m x 3.25 m', 'Bedroom 2': '4.37 m x 3.35 m'}, 'Basement': {'Bedroom 3': '4.88 m x 2.79 m', 'Office': '4.88 m x 3.78 m', 'Storage': '3.25 m x 2.78 m'}, 'Ground level': {'Living room': '3.53 m x 3.86 m', 'Dining room': '3.18 m x 3.35 m', 'Kitchen': '3.15 m x 3.18 m'}}"
#1703 -2200 LAKE SHORE BLVD W,"Toronto, Ontario M8V1A4",23830489,W5433938,SingleFamily,499000.00,,Apartment,,1,1,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,33,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$1,799.11 (CAD)","Underground, Visitor Parking",5 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Hospital, Park, Public Transit",$396.48 (CAD) Monthly,First Service Residential,1,"{'Flat': {'Kitchen': 'Measurements not available', 'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available'}}"
#1405 -1 KING ST W,"Toronto, Ontario M5H1A1",23819396,C5430203,SingleFamily,419900.00,,Apartment,,1,0,,"PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$1,704.72 (CAD)",Underground,10 days,,1,,"Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Electric),"Brick, Concrete",Indoor pool,,"Public Transit, Schools",$661.68 (CAD) Monthly,Y.L. Hendler Ltd.,,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
#807 -219 DUNDAS ST E,"Toronto, Ontario M5A1Z7",23809036,C5426584,SingleFamily,1037990.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,5,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,$0 (CAD),Underground,13 days,3,2,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,,Brick,,,"Hospital, Park, Public Transit, Schools",$617.23 (CAD) Monthly,Menres Property Management,1,"{'Main level': {'Living room': '3.07 m x 3.1 m', 'Kitchen': '3.4 m x 3.1 m', 'Bedroom': '3.07 m x 2.92 m', 'Bedroom 2': '2.59 m x 3.05 m', 'Bedroom 3': '2.59 m x 3.18 m'}}"
#601 -717 EGLINTON AVE W,"Toronto, Ontario M5N1C9",23818656,C5430007,SingleFamily,1790000.00,,Apartment,,2,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Forest Hill South,Undivided Co-ownership,$0 (CAD),Underground,10 days,1,2,,Storage - Locker,Central air conditioning,Hot water radiator heat (Natural gas),Brick,,,,"$1,945.52 (CAD) Monthly",Times Property Management Inc 905-882-4275,2,"{'Main level': {'Foyer': '3.2 m x 2.36 m', 'Kitchen': '5.51 m x 3.61 m', 'Living room': '5.82 m x 4.8 m', 'Dining room': '5.13 m x 4.19 m', 'Primary Bedroom': '5.36 m x 3.56 m'}}"
#803 -1331 BAY ST,"Toronto, Ontario M5R2C4",23835300,C5435510,SingleFamily,748000.00,,Apartment,,1,1,,"PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,CarWash,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$2,871.76 (CAD)","Underground, Visitor Parking",4 days,1,1,Balcony,"Storage - Locker, Car Wash, Party Room, Sauna, Exercise Centre",Central air conditioning,,"Concrete, Stone",,,"Public Transit, Schools","$1,242.68 (CAD) Monthly",Kung Property Management,1,"{'Main level': {'Foyer': '1.82 m x 1.52 m', 'Living room': '5.46 m x 3.78 m', 'Dining room': '3.14 m x 2.62 m', 'Other': '2.62 m x 1.89 m', 'Kitchen': '3.47 m x 2.4 m', 'Primary Bedroom': '4.35 m x 3.66 m'}}"
#101 -7 PEEL AVE,"Toronto, Ontario M6J1M3",23810550,C5427264,SingleFamily,1289000.00,,Row/Townhouse,,3,3,CommunityCentre,"Park,PublicTransit,Schools",2,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Little Portugal,Condominium/Strata,"$3,598.20 (CAD)","Underground, Visitor Parking",12 days,2,3,,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Park, Public Transit, Schools",$672.77 (CAD) Monthly,Crossbridge Condominium Services 416-531-6798,1,"{'Main level': {'Living room': '5.61 m x 6.35 m', 'Dining room': '5.61 m x 6.35 m', 'Kitchen': '5.61 m x 6.35 m', 'Den': '2.84 m x 2.84 m'}, 'Second level': {'Primary Bedroom': '2.9 m x 3.12 m', 'Bedroom 2': '2.64 m x 2.95 m'}}"
#508 -3555 BATHURST ST,"Toronto, Ontario M6A2Y8",23825900,C5432514,SingleFamily,399000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,,,,no,,,,yes,27,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bedford Park-Nortown,Condominium/Strata,"$1,363.42 (CAD)","Underground, Visitor Parking",6 days,2,2,Balcony,,Central air conditioning,Forced air (Electric),Stucco,,Community Centre,"Hospital, Park, Public Transit, Schools","$1,066.11 (CAD) Monthly",Comfield Management Services 416-640-6730,1,"{'Flat': {'Living room': '5.2 m x 6.5 m', 'Dining room': '5.2 m x 6.5 m', 'Kitchen': '3 m x 3 m', 'Foyer': '1.8 m x 1.4 m', 'Primary Bedroom': '4.4 m x 6.6 m', 'Bathroom': '1.2 m x 1.1 m', 'Bedroom 2': '3.9 m x 3.3 m'}}"
#714 -55 ONTARIO ST,"Toronto, Ontario M5A0T8",23822083,C5431194,SingleFamily,549900.00,,Apartment,,1,1,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,8,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",9 days,1,1,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Brick,Outdoor pool,,Public Transit,$333.20 (CAD) Monthly,Icon Property Management,,"{'Flat': {'Living room': '3.83 m x 4.26 m', 'Dining room': '3.83 m x 4.26 m', 'Kitchen': '3.83 m x 4.26 m', 'Bedroom': '3.83 m x 2.43 m'}}"
#2307 -15 VIKING LANE,"Toronto, Ontario M9B0A4",23829387,W5433489,SingleFamily,935000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,27,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Islington-City Centre West,Condominium/Strata,"$2,945.08 (CAD)","Underground, Visitor Parking",5 days,2,2,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),"Brick, Concrete",Indoor pool,Community Centre,"Hospital, Park, Public Transit",$711.23 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Kitchen': '2.44 m x 2.44 m', 'Dining room': '3.35 m x 6.97 m', 'Living room': '3.35 m x 6.97 m', 'Primary Bedroom': '3.65 m x 3.44 m', 'Bedroom 2': '3.05 m x 3.05 m', 'Laundry room': '1.13 m x 1.77 m'}}"
#801 -170 BAYVIEW AVE,"Toronto, Ontario M5A0M4",23840420,C5437200,SingleFamily,559000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,9,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$2,040.78 (CAD)",Underground,2 days,1,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$395.44 (CAD) Monthly,Crossbridge Condominium Services,,{}
#2408 -380 DIXON RD,"Toronto, Ontario M9R1T3",23791279,W5420723,SingleFamily,389900.00,,Apartment,,1,1,,PublicTransit,,,,,,Underground,,,,,,,,,"Security/Concierge,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,28,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kingsview Village-The Westway,Condominium/Strata,$695.66 (CAD),Underground,19 days,1,1,Balcony,"Security/Concierge, Sauna, Exercise Centre, Recreation Centre",Window air conditioner,Radiant heat (Electric),Brick,Indoor pool,,Public Transit,$522.57 (CAD) Monthly,Vista Property Mgmt,1,"{'Flat': {'Living room': '4.42 m x 3.84 m', 'Dining room': '2.6 m x 2.6 m', 'Kitchen': '2.8 m x 2.5 m', 'Primary Bedroom': '4.4 m x 3.12 m', 'Laundry room': '1.75 m x 1.7 m'}}"
#803 -25 GRENVILLE ST,"Toronto, Ontario M4Y2X5",23760087,C5410570,SingleFamily,600000.00,,Apartment,,1,2,CommunityCentre,PublicTransit,1,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,11,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$2,211.86 (CAD)","Underground, Visitor Parking",31 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,Public Transit,$941.63 (CAD) Monthly,First Service Residential,1,"{'Main level': {'Living room': '5.39 m x 4.6 m', 'Dining room': '5.39 m x 4.6 m', 'Kitchen': '2.63 m x 2.6 m', 'Solarium': '4.6 m x 1.74 m', 'Primary Bedroom': '3.59 m x 3.38 m', 'Bathroom': 'Measurements not available'}}"
#1605 -10 PARKWAY FOREST DR,"Toronto, Ontario M2J1L3",23817774,C5429553,SingleFamily,479900.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Sauna,ExerciseCentre",,,no,,,,yes,26,"Video,FloorPlan",Realvision,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$1,282 (CAD)","Underground, Visitor Parking",10 days,2,1,Balcony,"Storage - Locker, Sauna, Exercise Centre",Window air conditioner,Baseboard heaters (Electric),Concrete,Outdoor pool,Community Centre,"Park, Public Transit, Schools",$697.82 (CAD) Monthly,Tech Iasi Management Service Inc,1,"{'Flat': {'Living room': '3.5 m x 5.6 m', 'Dining room': '3.3 m x 3 m', 'Kitchen': '3.3 m x 2.4 m', 'Primary Bedroom': '4.3 m x 3.3 m', 'Bedroom 2': '4.4 m x 2.7 m', 'Bathroom': 'Measurements not available', 'Storage': 'Measurements not available'}}"
#301 -1 FALAISE RD,"Toronto, Ontario M1E3B6",23815684,E5428908,SingleFamily,625000.00,,Apartment,,1,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,West Hill,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",11 days,1,1,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,,$326 (CAD) Monthly,Percel Inc.,2,"{'Flat': {'Living room': '2.9 m x 5.41 m', 'Kitchen': 'Measurements not available', 'Bedroom': '2.74 m x 3.53 m', 'Den': '2.13 m x 3.53 m'}}"
#1611 -48 POWER ST,"Toronto, Ontario M5A3A6",23837231,C5436350,SingleFamily,984900.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"ExerciseCentre,RecreationCentre",,,no,,,,yes,6,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,$0 (CAD),Underground,3 days,2,2,Balcony,"Exercise Centre, Recreation Centre",Central air conditioning,,Concrete,Outdoor pool,,"Park, Public Transit",$456.57 (CAD) Monthly,Forest Hill Kipling,,"{'Main level': {'Living room': '5.54 m x 3.07 m', 'Bedroom': '2.92 m x 3.17 m', 'Bedroom 2': '2.49 m x 2.44 m', 'Den': '2.92 m x 1.15 m'}}"
#608 -32 DAVENPORT RD,"Toronto, Ontario M5R1H3",23769066,C5413431,SingleFamily,1080000.00,,Apartment,,2,2,,"Park,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,26,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$4,569.74 (CAD)","Underground, Visitor Parking",27 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Schools",$730.37 (CAD) Monthly,Icon Property Management,1,"{'Main level': {'Living room': '5.59 m x 4.2 m', 'Dining room': '5.59 m x 4.2 m', 'Kitchen': '5.59 m x 2.2 m', 'Primary Bedroom': '3.49 m x 3.29 m', 'Bedroom 2': '3.2 m x 3 m'}}"
